datetime,total
30-08-2019 11:18,39300
30-08-2019 11:36,20600
30-08-2019 13:10,14300
30-08-2019 14:13,16000
30-08-2019 14:30,21200
30-08-2019 15:00,23100
30-08-2019 15:05,28800
30-08-2019 15:25,28300
30-08-2019 15:39,15500
30-08-2019 16:18,18800
31-08-2019 11:15,18600
31-08-2019 11:20,16300
31-08-2019 11:37,14800
31-08-2019 12:31,16300
31-08-2019 12:34,14800
31-08-2019 13:16,16000
31-08-2019 14:50,16100
31-08-2019 15:27,14100
01-09-2019 11:05,23300
01-09-2019 11:22,14800
01-09-2019 11:40,22100
01-09-2019 12:04,19600
01-09-2019 12:07,16600
01-09-2019 12:25,22900
01-09-2019 12:39,28300
01-09-2019 13:56,14800
01-09-2019 14:05,33100
01-09-2019 14:35,14800
01-09-2019 14:43,15800
01-09-2019 15:04,16100
02-09-2019 12:12,31400
02-09-2019 14:17,20300
02-09-2019 14:30,24300
02-09-2019 15:13,23500
02-09-2019 15:16,18300
02-09-2019 15:24,15000
04-09-2019 11:49,23000
04-09-2019 12:04,14800
04-09-2019 12:06,18600
04-09-2019 12:31,18600
04-09-2019 12:58,17000
04-09-2019 13:19,19300
04-09-2019 13:31,15300
04-09-2019 13:42,27700
04-09-2019 13:53,22800
04-09-2019 14:52,25600
04-09-2019 14:54,14800
04-09-2019 15:26,41100
04-09-2019 16:28,18600
05-09-2019 11:15,27700
05-09-2019 11:27,21800
05-09-2019 11:47,15100
05-09-2019 12:12,19600
05-09-2019 12:21,16400
05-09-2019 12:24,17600
05-09-2019 13:30,15600
05-09-2019 13:49,20900
05-09-2019 14:30,29200
05-09-2019 14:46,18800
05-09-2019 15:39,16100
05-09-2019 15:46,14800
05-09-2019 15:50,14100
06-09-2019 11:14,16300
06-09-2019 11:30,14800
06-09-2019 12:09,15300
06-09-2019 13:46,19800
06-09-2019 15:06,15800
06-09-2019 16:29,39700
07-09-2019 11:06,18600
07-09-2019 11:10,23600
07-09-2019 11:15,19800
07-09-2019 11:18,14100
07-09-2019 11:40,14800
07-09-2019 11:42,18800
07-09-2019 11:47,22500
07-09-2019 11:57,22800
07-09-2019 12:00,15300
07-09-2019 12:05,18600
07-09-2019 12:39,15100
07-09-2019 15:22,26300
07-09-2019 16:12,27500
07-09-2019 16:23,27400
08-09-2019 11:08,25100
08-09-2019 11:27,14800
08-09-2019 11:37,26000
08-09-2019 11:56,16400
09-09-2019 11:12,23100
09-09-2019 12:04,22600
09-09-2019 13:01,14800
09-09-2019 13:12,14800
09-09-2019 13:23,21000
09-09-2019 14:17,18800
09-09-2019 14:44,15100
09-09-2019 14:49,24100
09-09-2019 15:42,21800
09-09-2019 15:42,20400
09-09-2019 16:01,18600
11-09-2019 11:13,42300
11-09-2019 11:25,15600
11-09-2019 13:06,14300
11-09-2019 13:08,24400
11-09-2019 13:21,33400
11-09-2019 14:22,15300
11-09-2019 14:48,16300
11-09-2019 14:57,24600
11-09-2019 15:28,16400
11-09-2019 15:30,15100
12-09-2019 11:13,15000
12-09-2019 11:16,15800
12-09-2019 12:01,19800
12-09-2019 12:26,16400
12-09-2019 12:40,23300
12-09-2019 12:00,14300
12-09-2019 12:45,22100
12-09-2019 13:25,15100
12-09-2019 13:43,15800
12-09-2019 13:51,27600
14-09-2019 11:07,22800
14-09-2019 11:15,19500
14-09-2019 11:18,22300
14-09-2019 11:35,25400
14-09-2019 11:41,15100
14-09-2019 12:06,19300
14-09-2019 12:17,26300
15-09-2019 11:07,32200
15-09-2019 11:33,24600
15-09-2019 11:36,17000
15-09-2019 11:57,16000
15-09-2019 12:06,15800
15-09-2019 12:13,32600
15-09-2019 13:08,16100
15-09-2019 13:34,24400
15-09-2019 13:38,25300
15-09-2019 13:38,16300
15-09-2019 14:54,15100
15-09-2019 15:28,57900
18-09-2019 11:26,19800
18-09-2019 11:32,16500
18-09-2019 12:42,17500
18-09-2019 14:10,15300
18-09-2019 14:37,14300
18-09-2019 14:44,15300
18-09-2019 15:24,17000
18-09-2019 16:42,15500
18-09-2019 11:26,19600
19-09-2019 12:23,20000
19-09-2019 12:47,15300
19-09-2019 13:24,15300
19-09-2019 13:50,20900
19-09-2019 14:07,23300
19-09-2019 14:15,71800
19-09-2019 15:34,15000
19-09-2019 15:53,23100
19-09-2019 16:04,15600
19-09-2019 16:17,30500
19-09-2019 16:27,34600
19-09-2019 16:33,16000
20-09-2019 11:06,39700
20-09-2019 11:32,16400
20-09-2019 11:48,19300
20-09-2019 12:53,21000
20-09-2019 12:59,15100
20-09-2019 13:28,14800
20-09-2019 13:44,40400
20-09-2019 14:58,18300
20-09-2019 16:08,18000
21-09-2019 11:06,17800
21-09-2019 11:08,39300
21-09-2019 11:12,14000
21-09-2019 11:19,23600
21-09-2019 11:22,18300
21-09-2019 11:39,21100
21-09-2019 12:01,17000
21-09-2019 12:08,15800
21-09-2019 12:16,17600
21-09-2019 12:27,16100
21-09-2019 12:28,37900
21-09-2019 13:38,18800
21-09-2019 13:56,25100
21-09-2019 14:15,19300
22-09-2019 11:09,14100
22-09-2019 11:18,30900
22-09-2019 11:33,14500
22-09-2019 11:46,18600
22-09-2019 12:01,14100
22-09-2019 12:05,17000
22-09-2019 12:06,22300
22-09-2019 12:07,34100
22-09-2019 12:08,17800
22-09-2019 12:19,24300
22-09-2019 12:33,15300
22-09-2019 12:51,14800
22-09-2019 12:54,21300
22-09-2019 12:56,15100
22-09-2019 13:01,20000
23-09-2019 11:25,16300
23-09-2019 12:08,15800
23-09-2019 12:43,15000
23-09-2019 13:22,18300
23-09-2019 13:41,24600
23-09-2019 14:02,16400
23-09-2019 15:25,24900
23-09-2019 15:54,20500
23-09-2019 16:13,22300
25-09-2019 11:05,14800
25-09-2019 12:21,21500
25-09-2019 13:12,49700
25-09-2019 15:18,26300
25-09-2019 15:39,17800
25-09-2019 16:10,17300
26-09-2019 11:48,14500
26-09-2019 14:23,24800
26-09-2019 14:45,14800
27-09-2019 12:30,21300
27-09-2019 13:07,15800
27-09-2019 13:13,16400
27-09-2019 14:35,19600
27-09-2019 14:42,16400
27-09-2019 15:42,14800
27-09-2019 16:12,36100
28-09-2019 11:11,28700
28-09-2019 11:27,14300
28-09-2019 12:23,18000
28-09-2019 12:27,21800
28-09-2019 12:37,21800
28-09-2019 12:41,22100
28-09-2019 12:52,41400
28-09-2019 13:36,14800
28-09-2019 13:52,27100
28-09-2019 14:07,25800
28-09-2019 15:11,20100
28-09-2019 16:01,15300
28-09-2019 16:12,15800
29-09-2019 11:03,24400
29-09-2019 11:06,18800
29-09-2019 11:17,14800
29-09-2019 11:30,17000
29-09-2019 11:39,23100
29-09-2019 11:49,17300
29-09-2019 12:00,14800
29-09-2019 12:13,23800
29-09-2019 13:50,15300
29-09-2019 13:59,15300
29-09-2019 14:02,29900
29-09-2019 15:05,19600
29-09-2019 15:22,27800
29-09-2019 15:31,14800
30-09-2019 12:35,18600
30-09-2019 12:47,17300
30-09-2019 13:03,18600
30-09-2019 13:43,27600
30-09-2019 15:17,15500
30-09-2019 16:04,16000
02-10-2019 11:58,19300
02-10-2019 12:35,15500
02-10-2019 14:16,17000
02-10-2019 14:18,16000
02-10-2019 15:57,24500
02-10-2019 16:12,15000
03-10-2019 11:07,17800
03-10-2019 11:20,14300
03-10-2019 11:53,18300
03-10-2019 12:05,16100
03-10-2019 12:12,22300
03-10-2019 12:17,28300
03-10-2019 12:28,15800
03-10-2019 12:54,14300
03-10-2019 13:17,24000
03-10-2019 13:42,18800
03-10-2019 14:20,19600
03-10-2019 14:25,22800
03-10-2019 14:34,14800
03-10-2019 14:44,19300
03-10-2019 14:50,21800
03-10-2019 14:50,15400
03-10-2019 15:53,16000
04-10-2019 12:29,15100
04-10-2019 14:26,32900
05-10-2019 12:39,31800
05-10-2019 13:34,15300
05-10-2019 14:19,15800
05-10-2019 15:00,15500
05-10-2019 11:03,20900
06-10-2019 11:08,15800
06-10-2019 11:25,21300
06-10-2019 11:58,18300
06-10-2019 12:05,15300
06-10-2019 12:31,16300
06-10-2019 12:51,25300
06-10-2019 13:51,19300
07-10-2019 11:12,19800
07-10-2019 12:00,16100
07-10-2019 12:24,17300
07-10-2019 13:31,15100
07-10-2019 15:41,15600
07-10-2019 16:12,17300
07-10-2019 16:49,16100
09-10-2019 11:09,14300
09-10-2019 11:18,16100
09-10-2019 11:21,14800
10-10-2019 12:02,15100
10-10-2019 12:08,18300
10-10-2019 12:49,18600
10-10-2019 13:05,68100
10-10-2019 14:32,16400
11-10-2019 11:18,14800
11-10-2019 11:24,17300
11-10-2019 11:34,14800
11-10-2019 12:38,15100
11-10-2019 14:09,20800
11-10-2019 14:29,15500
11-10-2019 15:00,14800
12-10-2019 11:07,20500
12-10-2019 11:40,15100
12-10-2019 12:00,17300
12-10-2019 12:38,15800
12-10-2019 13:02,19300
12-10-2019 13:11,23800
12-10-2019 13:23,15300
12-10-2019 15:22,26000
13-10-2019 11:08,14500
13-10-2019 11:10,14500
13-10-2019 11:18,22800
13-10-2019 11:20,25800
13-10-2019 11:30,15000
13-10-2019 12:55,18500
13-10-2019 13:01,14800
13-10-2019 13:07,17300
13-10-2019 13:15,41100
13-10-2019 13:48,21500
13-10-2019 14:32,15600
13-10-2019 14:42,22800
13-10-2019 14:48,21300
13-10-2019 14:54,27600
14-10-2019 11:08,26000
14-10-2019 11:26,26900
14-10-2019 11:40,14800
14-10-2019 12:09,14800
14-10-2019 12:21,17300
14-10-2019 13:22,14500
14-10-2019 13:47,18300
14-10-2019 13:56,16400
14-10-2019 15:21,28500
16-10-2019 11:09,22800
16-10-2019 11:12,28900
16-10-2019 11:48,15500
16-10-2019 12:15,22000
16-10-2019 13:03,23300
16-10-2019 14:31,20300
16-10-2019 15:01,15600
17-10-2019 11:47,14800
17-10-2019 12:35,14800
17-10-2019 12:48,15800
17-10-2019 12:49,15300
17-10-2019 13:05,18300
17-10-2019 13:16,24800
17-10-2019 13:50,32300
17-10-2019 14:45,16300
17-10-2019 15:41,18600
17-10-2019 16:00,15800
18-10-2019 11:43,51900
18-10-2019 12:08,17000
18-10-2019 13:57,15300
19-10-2019 11:09,15000
19-10-2019 11:13,29000
19-10-2019 11:17,29100
19-10-2019 11:24,16300
19-10-2019 11:45,18000
19-10-2019 11:55,15800
19-10-2019 12:00,18300
19-10-2019 12:49,14800
19-10-2019 14:45,14800
19-10-2019 15:56,15800
19-10-2019 16:20,15100
20-10-2019 11:05,14800
20-10-2019 11:18,18600
20-10-2019 11:25,19800
20-10-2019 11:34,28100
20-10-2019 11:58,16300
20-10-2019 12:03,17300
20-10-2019 12:49,14300
20-10-2019 12:52,16400
20-10-2019 12:55,35200
20-10-2019 14:24,16100
20-10-2019 14:59,16400
21-10-2019 11:19,18300
21-10-2019 11:27,16300
21-10-2019 11:34,22800
21-10-2019 11:36,20800
21-10-2019 11:27,17300
21-10-2019 11:47,28600
21-10-2019 11:58,47600
21-10-2019 12:36,33700
21-10-2019 12:48,15800
21-10-2019 13:28,14800
21-10-2019 13:47,54700
21-10-2019 17:06,16400
23-10-2019 11:06,15800
23-10-2019 11:17,17300
23-10-2019 13:12,23600
23-10-2019 13:56,14500
24-10-2019 11:03,25300
24-10-2019 11:18,18800
24-10-2019 11:53,21800
24-10-2019 12:35,28300
24-10-2019 12:59,26900
24-10-2019 13:35,17300
24-10-2019 11:06,15100
24-10-2019 14:06,15800
24-10-2019 14:25,21000
24-10-2019 16:35,15300
24-10-2019 17:18,14300
25-10-2019 11:15,18300
25-10-2019 11:16,27300
25-10-2019 11:51,22800
25-10-2019 12:31,14300
25-10-2019 12:33,15000
25-10-2019 13:45,17500
25-10-2019 14:16,18600
26-10-2019 11:03,14800
26-10-2019 11:54,25800
26-10-2019 12:07,14800
26-10-2019 12:47,17300
26-10-2019 12:47,20600
26-10-2019 12:52,20100
26-10-2019 13:04,15100
27-10-2019 23:02,35600
27-10-2019 11:02,16000
27-10-2019 11:18,14800
27-10-2019 11:33,17800
27-10-2019 11:51,19800
27-10-2019 11:57,22300
27-10-2019 12:40,17300
27-10-2019 12:51,18800
27-10-2019 13:01,14800
27-10-2019 13:20,15800
27-10-2019 13:42,18500
28-10-2019 11:14,19800
28-10-2019 11:17,14800
28-10-2019 11:40,15800
28-10-2019 12:15,18300
28-10-2019 12:55,14800
28-10-2019 13:31,23300
28-10-2019 13:39,17300
28-10-2019 13:43,15000
28-10-2019 13:45,26600
28-10-2019 14:20,34600
28-10-2019 14:30,14800
31-10-2019 11:05,55800
31-10-2019 12:18,14800
31-10-2019 13:29,25000
01-11-2019 11:10,14100
01-11-2019 11:46,21800
01-11-2019 11:55,23000
01-11-2019 12:11,19100
01-11-2019 12:56,14800
01-11-2019 13:52,22000
02-11-2019 11:08,30400
02-11-2019 11:27,16800
02-11-2019 11:45,16100
02-11-2019 12:01,14100
02-11-2019 12:44,17500
02-11-2019 13:56,14800
02-11-2019 14:19,22300
02-11-2019 14:35,15000
02-11-2019 14:38,16300
02-11-2019 15:55,14800
02-11-2019 16:03,14800
02-11-2019 16:40,28800
02-11-2019 16:54,14300
03-11-2019 11:02,20800
03-11-2019 11:04,23100
03-11-2019 11:16,19800
03-11-2019 12:01,33700
03-11-2019 12:25,17800
03-11-2019 12:58,16100
03-11-2019 13:33,27900
03-11-2019 14:30,15100
03-11-2019 15:06,14500
03-11-2019 15:30,14800
04-11-2019 11:41,16000
04-11-2019 11:53,15000
04-11-2019 13:13,26600
04-11-2019 13:17,17500
04-11-2019 16:37,17000
06-11-2019 11:07,16000
06-11-2019 11:47,24600
06-11-2019 12:04,18300
06-11-2019 13:23,14800
06-11-2019 14:33,15100
06-11-2019 16:15,24800
06-11-2019 16:53,16000
07-11-2019 11:20,15300
07-11-2019 11:26,14800
07-11-2019 12:31,14800
07-11-2019 13:33,34800
07-11-2019 13:43,27900
07-11-2019 14:44,26800
07-11-2019 15:21,16800
07-11-2019 16:26,16600
08-11-2019 11:36,22800
08-11-2019 12:56,16400
08-11-2019 13:03,19900
08-11-2019 13:12,36000
08-11-2019 14:12,23300
08-11-2019 14:46,15600
08-11-2019 15:01,14800
08-11-2019 15:02,27800
08-11-2019 15:12,30000
08-11-2019 11:36,16400
09-11-2019 11:36,18300
09-11-2019 11:36,20600
09-11-2019 11:36,19300
09-11-2019 11:36,26100
09-11-2019 11:36,21300
09-11-2019 11:36,27300
09-11-2019 11:36,35700
09-11-2019 11:36,18800
09-11-2019 11:36,14800
09-11-2019 14:06,15800
09-11-2019 14:48,15800
09-11-2019 15:40,14800
09-11-2019 16:23,14800
09-11-2019 16:49,15800
10-11-2019 11:04,18000
10-11-2019 11:06,14800
10-11-2019 11:10,21100
10-11-2019 11:20,32800
10-11-2019 11:27,17000
10-11-2019 11:29,19600
10-11-2019 11:41,15800
10-11-2019 11:44,16100
10-11-2019 11:55,29100
10-11-2019 12:11,19300
10-11-2019 12:45,14800
10-11-2019 13:09,23800
10-11-2019 13:10,19800
10-11-2019 13:35,24600
10-11-2019 11:27,15400
10-11-2019 14:21,18600
10-11-2019 15:32,20900
10-11-2019 15:52,15800
11-11-2019 11:32,26600
11-11-2019 12:00,18600
11-11-2019 12:59,15300
11-11-2019 14:00,19300
11-11-2019 14:39,20300
11-11-2019 17:25,28300
13-11-2019 11:05,22300
13-11-2019 11:37,30100
13-11-2019 11:46,15800
13-11-2019 12:04,15800
13-11-2019 12:29,15300
13-11-2019 14:45,14800
13-11-2019 16:23,15800
13-11-2019 17:22,15100
14-11-2019 11:02,16400
14-11-2019 12:52,16300
14-11-2019 13:10,39300
15-11-2019 11:50,18500
15-11-2019 13:06,14800
15-11-2019 13:09,16100
15-11-2019 13:44,18500
15-11-2019 14:39,17300
15-11-2019 15:19,14800
15-11-2019 16:30,70700
16-11-2019 11:07,23800
16-11-2019 11:18,15100
16-11-2019 12:21,18500
16-11-2019 13:38,21100
16-11-2019 14:15,16600
16-11-2019 14:21,24800
16-11-2019 16:13,19100
16-11-2019 16:21,14300
17-11-2019 11:06,26300
17-11-2019 11:07,23800
17-11-2019 11:07,22300
17-11-2019 11:07,14800
17-11-2019 11:09,15800
17-11-2019 11:24,16500
17-11-2019 11:40,17500
17-11-2019 11:57,16300
17-11-2019 12:01,19600
17-11-2019 13:18,23300
17-11-2019 14:10,18100
17-11-2019 14:12,14000
17-11-2019 14:23,23500
17-11-2019 15:25,17300
